tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
4102,2013-06-30 20:35:59,2013-06-30 21:44:21,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,447.0,8 Ave & W 52 St,40.76370739,-73.9851615,15500,Customer,,0
1760,2013-06-30 20:35:41,2013-06-30 21:05:01,315,South St & Gouverneur Ln,40.70355377,-74.00670227,174.0,E 25 St & 1 Ave,40.7381765,-73.97738662,17588,Customer,,0
1006,2013-06-30 20:36:03,2013-06-30 20:52:49,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,315.0,South St & Gouverneur Ln,40.70355377,-74.00670227,18910,Customer,,0
713,2013-06-30 20:35:56,2013-06-30 20:47:49,334,W 20 St & 7 Ave,40.74238787,-73.99726235,442.0,W 27 St & 7 Ave,40.746647,-73.993915,19971,Customer,,0
405,2013-06-30 20:36:14,2013-06-30 20:42:59,439,E 4 St & 2 Ave,40.7262807,-73.98978041,294.0,Washington Square E,40.73049393,-73.9957214,14539,Customer,,0
3342,2013-06-30 20:36:10,2013-06-30 21:31:52,2022,E 60 St & York Ave,40.759107,-73.959223,460.0,S 4 St & Wythe Ave,40.71285887,-73.96590294,18142,Customer,,0
1292,2013-06-30 20:36:14,2013-06-30 20:57:46,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,444.0,Broadway & W 24 St,40.7423543,-73.98915076,15978,Customer,,0
2272,2013-06-30 20:36:20,2013-06-30 21:14:12,127,Barrow St & Hudson St,40.73172428,-74.00674436,530.0,11 Ave & W 59 St,40.771522,-73.990541,16580,Customer,,0
1003,2013-06-30 20:36:16,2013-06-30 20:52:59,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,315.0,South St & Gouverneur Ln,40.70355377,-74.00670227,16701,Customer,,0
638,2013-06-30 20:36:21,2013-06-30 20:46:59,509,9 Ave & W 22 St,40.7454973,-74.00197139,489.0,10 Ave & W 28 St,40.75066386,-74.00176802,15084,Subscriber,1983.0,2
782,2013-06-30 20:36:30,2013-06-30 20:49:32,309,Murray St & West St,40.7149787,-74.013012,127.0,Barrow St & Hudson St,40.73172428,-74.00674436,18084,Customer,,0
626,2013-06-30 20:36:33,2013-06-30 20:46:59,509,9 Ave & W 22 St,40.7454973,-74.00197139,489.0,10 Ave & W 28 St,40.75066386,-74.00176802,16964,Subscriber,1983.0,1
297,2013-06-30 20:35:16,2013-06-30 20:40:13,446,W 24 St & 7 Ave,40.74487634,-73.99529885,505.0,6 Ave & W 33 St,40.74901271,-73.98848395,15446,Subscriber,1981.0,1
743,2013-06-30 20:36:38,2013-06-30 20:49:01,447,8 Ave & W 52 St,40.76370739,-73.9851615,499.0,Broadway & W 60 St,40.76915505,-73.98191841,15092,Customer,,0
3329,2013-06-30 20:36:41,2013-06-30 21:32:10,2022,E 60 St & York Ave,40.759107,-73.959223,460.0,S 4 St & Wythe Ave,40.71285887,-73.96590294,16867,Customer,,0
402,2013-06-30 20:36:47,2013-06-30 20:43:29,152,Warren St & Church St,40.71473993,-74.00910627,330.0,Reade St & Broadway,40.71450451,-74.00562789,15642,Subscriber,1983.0,1
958,2013-06-30 20:36:43,2013-06-30 20:52:41,477,W 41 St & 8 Ave,40.75640548,-73.9900262,545.0,E 23 St & 1 Ave,40.736502,-73.97809472,16654,Subscriber,1985.0,1
1891,2013-06-30 20:36:43,2013-06-30 21:08:14,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,384.0,Fulton St & Washington Ave,40.683048,-73.964915,15851,Subscriber,1979.0,1
1116,2013-06-30 20:36:50,2013-06-30 20:55:26,514,12 Ave & W 40 St,40.76087502,-74.00277668,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,20215,Customer,,0
2020,2013-06-30 20:36:54,2013-06-30 21:10:34,328,Watts St & Greenwich St,40.72405549,-74.00965965,418.0,Front St & Gold St,40.70224,-73.982578,20310,Subscriber,1979.0,2
456,2013-06-30 20:37:00,2013-06-30 20:44:36,317,E 6 St & Avenue B,40.72453734,-73.98185424,293.0,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,15224,Customer,,0
754,2013-06-30 20:37:01,2013-06-30 20:49:35,445,E 10 St & Avenue A,40.72740794,-73.98142006,2022.0,E 60 St & York Ave,40.759107,-73.959223,17555,Subscriber,1966.0,1
460,2013-06-30 20:37:05,2013-06-30 20:44:45,150,E 2 St & Avenue C,40.7208736,-73.98085795,293.0,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,18299,Subscriber,1976.0,1
860,2013-06-30 20:37:10,2013-06-30 20:51:30,278,Concord St & Bridge St,40.69766564,-73.98476437,386.0,Centre St & Worth St,40.71494807,-74.00234482,20187,Customer,,0
208,2013-06-30 20:37:12,2013-06-30 20:40:40,312,Allen St & Stanton St,40.722055,-73.989111,401.0,Allen St & Rivington St,40.72019576,-73.98997825,17297,Subscriber,1987.0,1
474,2013-06-30 20:37:16,2013-06-30 20:45:10,312,Allen St & Stanton St,40.722055,-73.989111,410.0,Suffolk St & Stanton St,40.72066442,-73.98517977,16334,Customer,,0
399,2013-06-30 20:37:17,2013-06-30 20:43:56,402,Broadway & E 22 St,40.7403432,-73.98955109,518.0,E 39 St & 2 Ave,40.74780373,-73.9734419,16773,Subscriber,1978.0,2
148,2013-06-30 20:35:00,2013-06-30 20:37:28,439,E 4 St & 2 Ave,40.7262807,-73.98978041,,,,,18408,Subscriber,1983.0,1
387,2013-06-30 20:33:32,2013-06-30 20:39:59,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,489.0,10 Ave & W 28 St,40.75066386,-74.00176802,20225,Subscriber,1978.0,1
138,2013-06-30 20:35:12,2013-06-30 20:37:30,498,Broadway & W 32 St,40.74854862,-73.98808416,486.0,Broadway & W 29 St,40.7462009,-73.98855723,15475,Subscriber,1982.0,2
6903,2013-06-30 20:37:20,2013-06-30 22:32:23,513,W 56 St & 10 Ave,40.768254,-73.988639,500.0,Broadway & W 51 St,40.76228826,-73.98336183,17230,Customer,,0
344,2013-06-30 20:37:28,2013-06-30 20:43:12,485,W 37 St & 5 Ave,40.75038009,-73.98338988,233.0,Cadman Plaza W & Pierrepont St,40.69475701363877,-73.99052739143372,19146,Customer,,0
619,2013-06-30 20:37:31,2013-06-30 20:47:50,274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,384.0,Fulton St & Washington Ave,40.683048,-73.964915,19628,Subscriber,1971.0,2
492,2013-06-30 20:37:31,2013-06-30 20:45:43,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,223.0,W 13 St & 7 Ave,40.73781509,-73.99994661,19325,Customer,,0
2402,2013-06-30 20:37:33,2013-06-30 21:17:35,250,Lafayette St & Jersey St N,40.72456089,-73.99565293,546.0,E 30 St & Park Ave S,40.74444921,-73.98303529,19505,Subscriber,1957.0,1
2027,2013-06-30 20:37:33,2013-06-30 21:11:20,426,West St & Chambers St,40.71754834,-74.01322069,296.0,Division St & Bowery,40.71413089,-73.9970468,19905,Subscriber,1991.0,1
1067,2013-06-30 20:37:30,2013-06-30 20:55:17,305,E 58 St & 3 Ave,40.76095756,-73.96724467,456.0,E 53 St & Madison Ave,40.7597108,-73.97402311,16973,Customer,,0
975,2013-06-30 20:37:42,2013-06-30 20:53:57,386,Centre St & Worth St,40.71494807,-74.00234482,233.0,Cadman Plaza W & Pierrepont St,40.69475701363877,-73.99052739143372,18386,Customer,,0
1125,2013-06-30 20:37:47,2013-06-30 20:56:32,310,State St & Smith St,40.68926942,-73.98912867,151.0,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,20097,Subscriber,1978.0,1
2334,2013-06-30 20:37:51,2013-06-30 21:16:45,232,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,347.0,Greenwich St & W Houston St,40.728846,-74.008591,17656,Customer,,0
896,2013-06-30 20:37:46,2013-06-30 20:52:42,2000,Front St & Washington St,40.70255088,-73.98940236,258.0,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,19468,Subscriber,1966.0,1
635,2013-06-30 20:36:41,2013-06-30 20:47:16,307,Canal St & Rutgers St,40.71427487,-73.98990025,,,,,20150,Subscriber,1962.0,2
237,2013-06-30 20:37:51,2013-06-30 20:41:48,368,Carmine St & 6 Ave,40.73038599,-74.00214988,252.0,MacDougal St & Washington Sq,40.73226398,-73.99852205,15044,Subscriber,1964.0,2
2377,2013-06-30 20:37:54,2013-06-30 21:17:31,232,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,347.0,Greenwich St & W Houston St,40.728846,-74.008591,20364,Subscriber,1987.0,2
420,2013-06-30 20:37:53,2013-06-30 20:44:53,494,W 26 St & 8 Ave,40.74734825,-73.99723551,309.0,Murray St & West St,40.7149787,-74.013012,17574,Subscriber,1974.0,2
1332,2013-06-30 20:37:53,2013-06-30 21:00:05,146,Hudson St & Reade St,40.71625008,-74.0091059,127.0,Barrow St & Hudson St,40.73172428,-74.00674436,18800,Customer,,0
1223,2013-06-30 20:37:57,2013-06-30 20:58:20,509,9 Ave & W 22 St,40.7454973,-74.00197139,335.0,Washington Pl & Broadway,40.72903917,-73.99404649,18745,Customer,,0
257,2013-06-30 20:38:03,2013-06-30 20:42:20,401,Allen St & Rivington St,40.72019576,-73.98997825,317.0,E 6 St & Avenue B,40.72453734,-73.98185424,18531,Subscriber,1974.0,1
1750,2013-06-30 20:37:59,2013-06-30 21:07:09,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,364.0,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,17355,Customer,,0
139,2013-06-30 20:38:12,2013-06-30 20:40:31,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,150.0,E 2 St & Avenue C,40.7208736,-73.98085795,16905,Subscriber,1989.0,2
1946,2013-06-30 20:38:12,2013-06-30 21:10:38,255,NYCBS Depot - SSP,40.646768,-74.01651,418.0,Front St & Gold St,40.70224,-73.982578,20559,Subscriber,1969.0,1
568,2013-06-30 20:33:04,2013-06-30 20:42:32,501,FDR Drive & E 35 St,40.744219,-73.97121214,440.0,E 45 St & 3 Ave,40.75255434,-73.97282625,18128,Subscriber,1956.0,2
142,2013-06-30 20:38:11,2013-06-30 20:40:33,301,E 2 St & Avenue B,40.72217444,-73.98368779,150.0,E 2 St & Avenue C,40.7208736,-73.98085795,19114,Subscriber,1983.0,1
1193,2013-06-30 20:38:14,2013-06-30 20:58:07,265,Stanton St & Chrystie St,40.72229346,-73.99147535,368.0,Carmine St & 6 Ave,40.73038599,-74.00214988,15959,Customer,,0
341,2013-06-30 20:38:20,2013-06-30 20:44:01,473,Rivington St & Chrystie St,40.72110063,-73.9919254,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,20606,Subscriber,1985.0,1
949,2013-06-30 20:38:28,2013-06-30 20:54:17,519,Pershing Square North,40.751873,-73.977706,461.0,E 20 St & 2 Ave,40.73587678,-73.98205027,18860,Subscriber,1970.0,2
275,2013-06-30 20:38:23,2013-06-30 20:42:58,406,Hicks St & Montague St,40.69512845,-73.99595065,216.0,Columbia Heights & Cranberry St,40.70037867,-73.99548059,19517,Customer,,0
885,2013-06-30 20:38:34,2013-06-30 20:53:19,512,W 29 St & 9 Ave,40.7500727,-73.99839279,482.0,W 15 St & 7 Ave,40.73935542,-73.99931783,17942,Subscriber,1988.0,1
970,2013-06-30 20:38:31,2013-06-30 20:54:41,504,1 Ave & E 16 St,40.73221853,-73.98165557,459.0,W 20 St & 11 Ave,40.746745,-74.007756,19543,Customer,,0
878,2013-06-30 20:38:34,2013-06-30 20:53:12,410,Suffolk St & Stanton St,40.72066442,-73.98517977,537.0,Lexington Ave & E 24 St,40.74025878,-73.98409214,16325,Subscriber,1983.0,1
1600,2013-06-30 20:38:32,2013-06-30 21:05:12,457,Broadway & W 58 St,40.76695317,-73.98169333,533.0,Broadway & W 38 St,40.75299641,-73.98721619,15529,Customer,,0
219,2013-06-30 20:38:39,2013-06-30 20:42:18,466,W 25 St & 6 Ave,40.74395411,-73.99144871,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,15527,Subscriber,1979.0,1
943,2013-06-30 20:38:40,2013-06-30 20:54:23,326,E 11 St & 1 Ave,40.72953837,-73.98426726,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,16613,Subscriber,1984.0,1
1043,2013-06-30 20:38:42,2013-06-30 20:56:05,79,Franklin St & W Broadway,40.71911552,-74.00666661,79.0,Franklin St & W Broadway,40.71911552,-74.00666661,18937,Customer,,0
1596,2013-06-30 20:38:43,2013-06-30 21:05:19,457,Broadway & W 58 St,40.76695317,-73.98169333,533.0,Broadway & W 38 St,40.75299641,-73.98721619,18491,Customer,,0
779,2013-06-30 20:38:49,2013-06-30 20:51:48,363,West Thames St,40.70834698,-74.01713445,426.0,West St & Chambers St,40.71754834,-74.01322069,19450,Subscriber,1962.0,1
313,2013-06-30 20:38:55,2013-06-30 20:44:08,483,E 12 St & 3 Ave,40.73223272,-73.98889957,285.0,Broadway & E 14 St,40.73454567,-73.99074142,19726,Subscriber,1972.0,2
2793,2013-06-30 20:38:55,2013-06-30 21:25:28,534,Water - Whitehall Plaza,40.70255065,-74.0127234,329.0,Greenwich St & North Moore St,40.72015227023285,-74.01036500930786,15324,Customer,,0
1452,2013-06-30 20:38:51,2013-06-30 21:03:03,217,Old Fulton St,40.70277159,-73.99383605,414.0,Pearl St & Anchorage Pl,40.70281858,-73.98765762,19547,Customer,,0
525,2013-06-30 20:38:59,2013-06-30 20:47:44,435,W 21 St & 6 Ave,40.74173969,-73.99415556,116.0,W 17 St & 8 Ave,40.74177603,-74.00149746,16323,Subscriber,1976.0,1
1353,2013-06-30 20:38:59,2013-06-30 21:01:32,335,Washington Pl & Broadway,40.72903917,-73.99404649,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,15932,Subscriber,1959.0,1
10597,2013-06-30 20:38:57,2013-06-30 23:35:34,509,9 Ave & W 22 St,40.7454973,-74.00197139,515.0,W 43 St & 10 Ave,40.76009437,-73.99461843,15934,Customer,,0
1058,2013-06-30 20:38:30,2013-06-30 20:56:08,458,11 Ave & W 27 St,40.751396,-74.005226,79.0,Franklin St & W Broadway,40.71911552,-74.00666661,15068,Customer,,0
607,2013-06-30 20:39:00,2013-06-30 20:49:07,494,W 26 St & 8 Ave,40.74734825,-73.99723551,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,16822,Subscriber,1971.0,1
1104,2013-06-30 20:38:09,2013-06-30 20:56:33,511,E 14 St & Avenue B,40.72938685,-73.97772429,511.0,E 14 St & Avenue B,40.72938685,-73.97772429,20616,Subscriber,1965.0,2
476,2013-06-30 20:39:06,2013-06-30 20:47:02,265,Stanton St & Chrystie St,40.72229346,-73.99147535,311.0,Norfolk St & Broome St,40.7172274,-73.98802084,17501,Subscriber,1984.0,1
861,2013-06-30 20:38:45,2013-06-30 20:53:06,305,E 58 St & 3 Ave,40.76095756,-73.96724467,472.0,E 32 St & Park Ave,40.7457121,-73.98194829,18631,Subscriber,1973.0,2
2404,2013-06-30 20:38:41,2013-06-30 21:18:45,363,West Thames St,40.70834698,-74.01713445,2003.0,1 Ave & E 18 St,40.73381219196632,-73.98054420948029,18847,Subscriber,1975.0,1
1032,2013-06-30 20:39:17,2013-06-30 20:56:29,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,336.0,Sullivan St & Washington Sq,40.73047747,-73.99906065,17475,Customer,,0
314,2013-06-30 20:35:22,2013-06-30 20:40:36,225,W 14 St & The High Line,40.74195138,-74.00803013,324.0,DeKalb Ave & Hudson Ave,40.689888,-73.981013,14883,Subscriber,1975.0,1
166,2013-06-30 20:39:21,2013-06-30 20:42:07,529,W 42 St & 8 Ave,40.7575699,-73.99098507,465.0,Broadway & W 41 St,40.75513557,-73.98658032,15318,Subscriber,1991.0,1
1820,2013-06-30 20:39:31,2013-06-30 21:09:51,265,Stanton St & Chrystie St,40.72229346,-73.99147535,436.0,Hancock St & Bedford Ave,40.68216564,-73.95399026,19503,Subscriber,1984.0,1
1063,2013-06-30 20:39:30,2013-06-30 20:57:13,309,Murray St & West St,40.7149787,-74.013012,336.0,Sullivan St & Washington Sq,40.73047747,-73.99906065,18045,Customer,,0
261,2013-06-30 20:39:29,2013-06-30 20:43:50,253,W 13 St & 5 Ave,40.73543934,-73.99453948,,,,,18560,Subscriber,1981.0,1
657,2013-06-30 20:39:32,2013-06-30 20:50:29,164,E 47 St & 2 Ave,40.75323098,-73.97032517,537.0,Lexington Ave & E 24 St,40.74025878,-73.98409214,16924,Subscriber,1956.0,1
451,2013-06-30 20:39:34,2013-06-30 20:47:05,545,E 23 St & 1 Ave,40.736502,-73.97809472,476.0,E 31 St & 3 Ave,40.74394314,-73.97966069,19728,Subscriber,1988.0,1
714,2013-06-30 20:39:39,2013-06-30 20:51:33,127,Barrow St & Hudson St,40.73172428,-74.00674436,2012.0,E 27 St & 1 Ave,40.739445,-73.976806,20061,Subscriber,1973.0,1
362,2013-06-30 20:39:39,2013-06-30 20:45:41,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,349.0,Rivington St & Ridge St,40.71850211,-73.98329859,18043,Subscriber,1986.0,1
926,2013-06-30 20:39:46,2013-06-30 20:55:12,314,Cadman Plaza West & Montague St,40.69383,-73.990539,,,,,20351,Subscriber,1957.0,2
1383,2013-06-30 20:39:40,2013-06-30 21:02:43,217,Old Fulton St,40.70277159,-73.99383605,414.0,Pearl St & Anchorage Pl,40.70281858,-73.98765762,16619,Customer,,0
1595,2013-06-30 20:39:53,2013-06-30 21:06:28,351,Front St & Maiden Ln,40.70530954,-74.00612572,,,,,20506,Subscriber,1976.0,1
1001,2013-06-30 20:39:56,2013-06-30 20:56:37,476,E 31 St & 3 Ave,40.74394314,-73.97966069,151.0,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,16200,Subscriber,1989.0,1
758,2013-06-30 20:40:02,2013-06-30 20:52:40,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,325.0,E 19 St & 3 Ave,40.73624527,-73.98473765,17383,Subscriber,1981.0,2
1137,2013-06-30 20:40:12,2013-06-30 20:59:09,475,E 15 St & Irving Pl,40.73524276,-73.98758561,342.0,Columbia St & Rivington St,40.71739973,-73.98016555,18082,Customer,,0
818,2013-06-30 20:40:14,2013-06-30 20:53:52,372,Franklin Ave & Myrtle Ave,40.694546087246025,-73.95801365375519,437.0,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,14728,Subscriber,1991.0,1
592,2013-06-30 20:40:08,2013-06-30 20:50:00,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,217.0,Old Fulton St,40.70277159,-73.99383605,16883,Subscriber,1980.0,1
1123,2013-06-30 20:40:20,2013-06-30 20:59:03,532,S 5 Pl & S 5 St,40.710451,-73.960876,342.0,Columbia St & Rivington St,40.71739973,-73.98016555,16992,Customer,,0
682,2013-06-30 20:39:57,2013-06-30 20:51:19,152,Warren St & Church St,40.71473993,-74.00910627,445.0,E 10 St & Avenue A,40.72740794,-73.98142006,15878,Subscriber,1982.0,2
1235,2013-06-30 20:38:24,2013-06-30 20:58:59,423,W 54 St & 9 Ave,40.76584941,-73.98690506,380.0,W 4 St & 7 Ave S,40.73401143,-74.00293877,16502,Subscriber,1982.0,1
672,2013-06-30 20:40:26,2013-06-30 20:51:38,368,Carmine St & 6 Ave,40.73038599,-74.00214988,161.0,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,20568,Customer,,0
471,2013-06-30 20:40:33,2013-06-30 20:48:24,505,6 Ave & W 33 St,40.74901271,-73.98848395,446.0,W 24 St & 7 Ave,40.74487634,-73.99529885,18306,Subscriber,1980.0,1
490,2013-06-30 20:40:32,2013-06-30 20:48:42,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,446.0,W 24 St & 7 Ave,40.74487634,-73.99529885,17758,Subscriber,1987.0,1
659,2013-06-30 20:40:44,2013-06-30 20:51:43,434,9 Ave & W 18 St,40.74317449,-74.00366443,294.0,Washington Square E,40.73049393,-73.9957214,20281,Subscriber,1976.0,1
1264,2013-06-30 20:40:41,2013-06-30 21:01:45,315,South St & Gouverneur Ln,40.70355377,-74.00670227,427.0,Bus Slip & State St,40.701907,-74.013942,14849,Customer,,0
395,2013-06-30 20:40:47,2013-06-30 20:47:22,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,395.0,Bond St & Schermerhorn St,40.68807003,-73.98410637,20552,Subscriber,1981.0,1
743,2013-06-30 20:40:55,2013-06-30 20:53:18,519,Pershing Square North,40.751873,-73.977706,488.0,W 39 St & 9 Ave,40.75645824,-73.99372222,18295,Subscriber,1986.0,2
1441,2013-06-30 20:40:55,2013-06-30 21:04:56,482,W 15 St & 7 Ave,40.73935542,-73.99931783,531.0,Forsyth St & Broome St,40.71893904,-73.99266288,19354,Customer,,0
1253,2013-06-30 20:40:53,2013-06-30 21:01:46,315,South St & Gouverneur Ln,40.70355377,-74.00670227,427.0,Bus Slip & State St,40.701907,-74.013942,19703,Customer,,0
1210,2013-06-30 20:41:10,2013-06-30 21:01:20,478,11 Ave & W 41 St,40.76030096,-73.99884222,150.0,E 2 St & Avenue C,40.7208736,-73.98085795,15894,Customer,,0
378,2013-06-30 20:41:10,2013-06-30 20:47:28,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,395.0,Bond St & Schermerhorn St,40.68807003,-73.98410637,17386,Subscriber,1982.0,2
487,2013-06-30 20:38:59,2013-06-30 20:47:06,265,Stanton St & Chrystie St,40.72229346,-73.99147535,311.0,Norfolk St & Broome St,40.7172274,-73.98802084,15491,Subscriber,1985.0,2
304,2013-06-30 20:41:13,2013-06-30 20:46:17,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,,,,,18025,Customer,,0
1198,2013-06-30 20:41:20,2013-06-30 21:01:18,168,W 18 St & 6 Ave,40.73971301,-73.99456405,150.0,E 2 St & Avenue C,40.7208736,-73.98085795,15964,Customer,,0
1136,2013-06-30 20:41:21,2013-06-30 21:00:17,504,1 Ave & E 16 St,40.73221853,-73.98165557,350.0,Clinton St & Grand St,40.71559509,-73.9870295,18786,Customer,,0
202,2013-06-30 20:41:33,2013-06-30 20:44:55,127,Barrow St & Hudson St,40.73172428,-74.00674436,150.0,E 2 St & Avenue C,40.7208736,-73.98085795,19124,Subscriber,1986.0,1
488,2013-06-30 20:41:33,2013-06-30 20:49:41,423,W 54 St & 9 Ave,40.76584941,-73.98690506,523.0,W 38 St & 8 Ave,40.75466591,-73.99138152,18877,Subscriber,1962.0,1
857,2013-06-30 20:41:35,2013-06-30 20:55:52,469,Broadway & W 53 St,40.76344058,-73.98268129,478.0,11 Ave & W 41 St,40.76030096,-73.99884222,20263,Customer,,0
1205,2013-06-30 20:41:33,2013-06-30 21:01:38,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,428.0,E 3 St & 1 Ave,40.72467721,-73.98783413,18243,Subscriber,1976.0,1
1407,2013-06-30 20:41:34,2013-06-30 21:05:01,457,Broadway & W 58 St,40.76695317,-73.98169333,459.0,W 20 St & 11 Ave,40.746745,-74.007756,19301,Customer,,0
1521,2013-06-30 20:41:43,2013-06-30 21:07:04,427,Bus Slip & State St,40.701907,-74.013942,393.0,E 5 St & Avenue C,40.72299208,-73.97995466,18883,Subscriber,1983.0,1
334,2013-06-30 20:41:42,2013-06-30 20:47:16,473,Rivington St & Chrystie St,40.72110063,-73.9919254,301.0,E 2 St & Avenue B,40.72217444,-73.98368779,15402,Subscriber,1979.0,1
1134,2013-06-30 20:41:32,2013-06-30 21:00:26,478,11 Ave & W 41 St,40.76030096,-73.99884222,514.0,12 Ave & W 40 St,40.76087502,-74.00277668,19942,Customer,,0
909,2013-06-30 20:41:40,2013-06-30 20:56:49,79,Franklin St & W Broadway,40.71911552,-74.00666661,476.0,E 31 St & 3 Ave,40.74394314,-73.97966069,17703,Customer,,0
766,2013-06-30 20:41:41,2013-06-30 20:54:27,253,W 13 St & 5 Ave,40.73543934,-73.99453948,247.0,Perry St & Bleecker St,40.73535398,-74.00483091,17325,Subscriber,1959.0,2
1052,2013-06-30 20:40:25,2013-06-30 20:57:57,347,Greenwich St & W Houston St,40.728846,-74.008591,,,,,16382,Subscriber,1952.0,1
1533,2013-06-30 20:41:46,2013-06-30 21:07:19,427,Bus Slip & State St,40.701907,-74.013942,393.0,E 5 St & Avenue C,40.72299208,-73.97995466,14532,Subscriber,1983.0,2
500,2013-06-30 20:41:18,2013-06-30 20:49:38,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,459.0,W 20 St & 11 Ave,40.746745,-74.007756,20147,Subscriber,1983.0,1
530,2013-06-30 20:41:49,2013-06-30 20:50:39,509,9 Ave & W 22 St,40.7454973,-74.00197139,380.0,W 4 St & 7 Ave S,40.73401143,-74.00293877,16121,Subscriber,1958.0,1
1300,2013-06-30 20:41:28,2013-06-30 21:03:08,442,W 27 St & 7 Ave,40.746647,-73.993915,306.0,Cliff St & Fulton St,40.70823502,-74.00530063,16143,Subscriber,1987.0,1
1342,2013-06-30 20:41:50,2013-06-30 21:04:12,462,W 22 St & 10 Ave,40.74691959,-74.00451887,455.0,1 Ave & E 44 St,40.75001986,-73.96905301,16950,Subscriber,1991.0,2
1184,2013-06-30 20:41:56,2013-06-30 21:01:40,315,South St & Gouverneur Ln,40.70355377,-74.00670227,427.0,Bus Slip & State St,40.701907,-74.013942,18903,Customer,,0
147,2013-06-30 20:41:57,2013-06-30 20:44:24,497,E 17 St & Broadway,40.73704984,-73.99009296,382.0,University Pl & E 14 St,40.73492695,-73.99200509,14838,Subscriber,1987.0,1
717,2013-06-30 20:42:04,2013-06-30 20:54:01,459,W 20 St & 11 Ave,40.746745,-74.007756,524.0,W 43 St & 6 Ave,40.75527307,-73.98316936,16843,Customer,,0
329,2013-06-30 20:40:05,2013-06-30 20:45:34,3002,South End Ave & Liberty St,40.711512,-74.015756,483.0,E 12 St & 3 Ave,40.73223272,-73.98889957,17063,Subscriber,1982.0,1
323,2013-06-30 20:41:54,2013-06-30 20:47:17,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,258.0,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,15602,Subscriber,1989.0,2
363,2013-06-30 20:42:06,2013-06-30 20:48:09,518,E 39 St & 2 Ave,40.74780373,-73.9734419,528.0,2 Ave & E 31 St,40.74290902,-73.97706058,15308,Subscriber,1988.0,2
552,2013-06-30 20:42:10,2013-06-30 20:51:22,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,14555,Subscriber,1977.0,1
1187,2013-06-30 20:41:58,2013-06-30 21:01:45,518,E 39 St & 2 Ave,40.74780373,-73.9734419,469.0,Broadway & W 53 St,40.76344058,-73.98268129,15239,Customer,,0
874,2013-06-30 20:42:09,2013-06-30 20:56:43,343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,430.0,York St & Jay St,40.7014851,-73.98656928,19005,Customer,,0
510,2013-06-30 20:42:23,2013-06-30 20:50:53,267,Broadway & W 36 St,40.75097711,-73.98765428,314.0,Cadman Plaza West & Montague St,40.69383,-73.990539,15494,Customer,,0
846,2013-06-30 20:42:26,2013-06-30 20:56:32,343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,430.0,York St & Jay St,40.7014851,-73.98656928,17595,Customer,,0
1320,2013-06-30 20:42:33,2013-06-30 21:04:33,304,Broadway & Battery Pl,40.70463334,-74.01361706,341.0,Stanton St & Mangin St,40.71782143,-73.97628939,15407,Customer,,0
