tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1931,2013-06-30 21:02:01,2013-06-30 21:34:12,304,Broadway & Battery Pl,40.70463334,-74.01361706,127.0,Barrow St & Hudson St,40.73172428,-74.00674436,15974,Customer,,0
1041,2013-06-30 21:02:12,2013-06-30 21:19:33,514,12 Ave & W 40 St,40.76087502,-74.00277668,514.0,12 Ave & W 40 St,40.76087502,-74.00277668,19942,Customer,,0
1146,2013-06-30 21:02:14,2013-06-30 21:21:20,368,Carmine St & 6 Ave,40.73038599,-74.00214988,276.0,Duane St & Greenwich St,40.71748752,-74.0104554,15128,Customer,,0
549,2013-06-30 21:02:21,2013-06-30 21:11:30,320,Leonard St & Church St,40.717571,-74.005549,263.0,Elizabeth St & Hester St,40.71759081805981,-73.99622440338135,18545,Subscriber,1976.0,1
1574,2013-06-30 21:02:19,2013-06-30 21:28:33,116,W 17 St & 8 Ave,40.74177603,-74.00149746,523.0,W 38 St & 8 Ave,40.75466591,-73.99138152,15443,Customer,,0
971,2013-06-30 21:02:25,2013-06-30 21:18:36,475,E 15 St & Irving Pl,40.73524276,-73.98758561,480.0,W 53 St & 10 Ave,40.76669671,-73.99061728,16578,Subscriber,1983.0,1
473,2013-06-30 21:02:26,2013-06-30 21:10:19,259,South St & Whitehall St,40.70122128,-74.01234218,282.0,Kent Ave & S 11 St,40.707644944175705,-73.96841526031494,15236,Subscriber,1962.0,2
1126,2013-06-30 21:02:44,2013-06-30 21:21:30,368,Carmine St & 6 Ave,40.73038599,-74.00214988,276.0,Duane St & Greenwich St,40.71748752,-74.0104554,17259,Customer,,0
100,2013-06-30 21:02:44,2013-06-30 21:04:24,528,2 Ave & E 31 St,40.74290902,-73.97706058,,,,,20510,Subscriber,1988.0,2
479,2013-06-30 21:02:44,2013-06-30 21:10:43,505,6 Ave & W 33 St,40.74901271,-73.98848395,448.0,W 37 St & 10 Ave,40.75660359,-73.9979009,17964,Customer,,0
769,2013-06-30 21:02:49,2013-06-30 21:15:38,248,Laight St & Hudson St,40.72185379,-74.00771779,116.0,W 17 St & 8 Ave,40.74177603,-74.00149746,14792,Subscriber,1966.0,1
978,2013-06-30 21:02:49,2013-06-30 21:19:07,212,W 16 St & The High Line,40.74334935,-74.00681753,422.0,W 59 St & 10 Ave,40.770513,-73.988038,17584,Subscriber,1983.0,1
1891,2013-06-30 21:02:49,2013-06-30 21:34:20,316,Fulton St & William St,40.70955958,-74.00653609,521.0,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,18914,Customer,,0
762,2013-06-30 21:02:57,2013-06-30 21:15:39,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,251.0,Mott St & Prince St,40.72317958,-73.99480012,16200,Subscriber,1985.0,1
245,2013-06-30 21:02:58,2013-06-30 21:07:03,137,E 56 St & Madison Ave,40.761628,-73.972924,314.0,Cadman Plaza West & Montague St,40.69383,-73.990539,19204,Subscriber,1987.0,1
1858,2013-06-30 21:03:06,2013-06-30 21:34:04,316,Fulton St & William St,40.70955958,-74.00653609,128.0,MacDougal St & Prince St,40.72710258,-74.00297088,19554,Customer,,0
740,2013-06-30 21:03:03,2013-06-30 21:15:23,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,461.0,E 20 St & 2 Ave,40.73587678,-73.98205027,18573,Customer,,0
1391,2013-06-30 21:03:17,2013-06-30 21:26:28,79,Franklin St & W Broadway,40.71911552,-74.00666661,445.0,E 10 St & Avenue A,40.72740794,-73.98142006,20071,Subscriber,1983.0,1
495,2013-06-30 21:03:21,2013-06-30 21:11:36,251,Mott St & Prince St,40.72317958,-73.99480012,295.0,Pike St & E Broadway,40.71406667,-73.99293911,18680,Customer,,0
1552,2013-06-30 21:03:21,2013-06-30 21:29:13,456,E 53 St & Madison Ave,40.7597108,-73.97402311,434.0,9 Ave & W 18 St,40.74317449,-74.00366443,16973,Subscriber,1959.0,1
1600,2013-06-30 21:03:26,2013-06-30 21:30:06,322,Clinton St & Tillary St,40.696192,-73.991218,387.0,Centre St & Chambers St,40.71273266,-74.0046073,19780,Customer,,0
888,2013-06-30 21:03:30,2013-06-30 21:18:18,79,Franklin St & W Broadway,40.71911552,-74.00666661,402.0,Broadway & E 22 St,40.7403432,-73.98955109,19536,Subscriber,1964.0,1
644,2013-06-30 21:02:15,2013-06-30 21:12:59,530,11 Ave & W 59 St,40.771522,-73.990541,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,20503,Subscriber,1965.0,1
619,2013-06-30 21:02:30,2013-06-30 21:12:49,530,11 Ave & W 59 St,40.771522,-73.990541,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,18127,Subscriber,1973.0,2
7376,2013-06-30 21:03:31,2013-06-30 23:06:27,285,Broadway & E 14 St,40.73454567,-73.99074142,83.0,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,14862,Customer,,0
880,2013-06-30 21:03:30,2013-06-30 21:18:10,79,Franklin St & W Broadway,40.71911552,-74.00666661,402.0,Broadway & E 22 St,40.7403432,-73.98955109,16236,Subscriber,1972.0,2
2324,2013-06-30 21:03:34,2013-06-30 21:42:18,128,MacDougal St & Prince St,40.72710258,-74.00297088,427.0,Bus Slip & State St,40.701907,-74.013942,16113,Subscriber,1979.0,1
558,2013-06-30 21:00:24,2013-06-30 21:09:42,359,E 47 St & Park Ave,40.75510267,-73.97498696,495.0,W 47 St & 10 Ave,40.76269882,-73.99301222,15599,Subscriber,1987.0,1
2339,2013-06-30 21:03:38,2013-06-30 21:42:37,128,MacDougal St & Prince St,40.72710258,-74.00297088,427.0,Bus Slip & State St,40.701907,-74.013942,19033,Subscriber,1978.0,2
587,2013-06-30 21:00:22,2013-06-30 21:10:09,359,E 47 St & Park Ave,40.75510267,-73.97498696,495.0,W 47 St & 10 Ave,40.76269882,-73.99301222,15262,Subscriber,1987.0,2
244,2013-06-30 21:03:42,2013-06-30 21:07:46,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,252.0,MacDougal St & Washington Sq,40.73226398,-73.99852205,15224,Subscriber,1982.0,1
1400,2013-06-30 21:03:46,2013-06-30 21:27:06,315,South St & Gouverneur Ln,40.70355377,-74.00670227,341.0,Stanton St & Mangin St,40.71782143,-73.97628939,19988,Customer,,0
767,2013-06-30 21:03:48,2013-06-30 21:16:35,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,361.0,Allen St & Hester St,40.71605866,-73.99190759,14899,Subscriber,1985.0,1
250,2013-06-30 21:03:57,2013-06-30 21:08:07,545,E 23 St & 1 Ave,40.736502,-73.97809472,307.0,Canal St & Rutgers St,40.71427487,-73.98990025,18362,Subscriber,1957.0,1
589,2013-06-30 21:02:34,2013-06-30 21:12:23,212,W 16 St & The High Line,40.74334935,-74.00681753,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,19271,Subscriber,1968.0,1
614,2013-06-30 21:03:59,2013-06-30 21:14:13,442,W 27 St & 7 Ave,40.746647,-73.993915,404.0,9 Ave & W 14 St,40.7405826,-74.00550867,18834,Customer,,0
388,2013-06-30 21:04:07,2013-06-30 21:10:35,315,South St & Gouverneur Ln,40.70355377,-74.00670227,360.0,William St & Pine St,40.70717936,-74.00887308,15982,Customer,,0
709,2013-06-30 21:04:08,2013-06-30 21:15:57,72,W 52 St & 11 Ave,40.76727216,-73.99392888,329.0,Greenwich St & North Moore St,40.72015227023285,-74.01036500930786,16684,Subscriber,1963.0,1
320,2013-06-30 21:04:17,2013-06-30 21:09:37,528,2 Ave & E 31 St,40.74290902,-73.97706058,501.0,FDR Drive & E 35 St,40.744219,-73.97121214,15308,Subscriber,1977.0,1
407,2013-06-30 21:04:17,2013-06-30 21:11:04,315,South St & Gouverneur Ln,40.70355377,-74.00670227,360.0,William St & Pine St,40.70717936,-74.00887308,17481,Customer,,0
614,2013-06-30 21:04:19,2013-06-30 21:14:33,496,E 16 St & 5 Ave,40.73726186,-73.99238967,250.0,Lafayette St & Jersey St N,40.72456089,-73.99565293,19211,Customer,,0
1319,2013-06-30 21:04:21,2013-06-30 21:26:20,482,W 15 St & 7 Ave,40.73935542,-73.99931783,410.0,Suffolk St & Stanton St,40.72066442,-73.98517977,20577,Subscriber,1987.0,2
650,2013-06-30 21:04:20,2013-06-30 21:15:10,382,University Pl & E 14 St,40.73492695,-73.99200509,285.0,Broadway & E 14 St,40.73454567,-73.99074142,15269,Subscriber,1986.0,1
865,2013-06-30 21:04:12,2013-06-30 21:18:37,127,Barrow St & Hudson St,40.73172428,-74.00674436,285.0,Broadway & E 14 St,40.73454567,-73.99074142,17099,Subscriber,1967.0,1
1313,2013-06-30 21:04:20,2013-06-30 21:26:13,482,W 15 St & 7 Ave,40.73935542,-73.99931783,410.0,Suffolk St & Stanton St,40.72066442,-73.98517977,17942,Subscriber,1978.0,1
1832,2013-06-30 21:04:27,2013-06-30 21:34:59,427,Bus Slip & State St,40.701907,-74.013942,456.0,E 53 St & Madison Ave,40.7597108,-73.97402311,17196,Customer,,0
349,2013-06-30 21:04:31,2013-06-30 21:10:20,497,E 17 St & Broadway,40.73704984,-73.99009296,345.0,W 13 St & 6 Ave,40.73649403,-73.99704374,20177,Subscriber,1944.0,1
199,2013-06-30 21:04:30,2013-06-30 21:07:49,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,421.0,Clermont Ave & Park Ave,40.69573398,-73.97129668,16919,Subscriber,1981.0,1
1809,2013-06-30 21:04:31,2013-06-30 21:34:40,427,Bus Slip & State St,40.701907,-74.013942,332.0,Cherry St,40.71219906,-73.97948148,18536,Customer,,0
1311,2013-06-30 21:04:37,2013-06-30 21:26:28,532,S 5 Pl & S 5 St,40.710451,-73.960876,120.0,Lexington Ave & Classon Ave,40.68676793,-73.95928168,20250,Subscriber,1975.0,2
387,2013-06-30 21:04:32,2013-06-30 21:10:59,357,E 11 St & Broadway,40.73261787,-73.99158043,323.0,Lawrence St & Willoughby St,40.69236178,-73.98631746,15372,Subscriber,1976.0,1
371,2013-06-30 21:04:34,2013-06-30 21:10:45,357,E 11 St & Broadway,40.73261787,-73.99158043,444.0,Broadway & W 24 St,40.7423543,-73.98915076,15401,Subscriber,1984.0,1
1175,2013-06-30 21:04:51,2013-06-30 21:24:26,528,2 Ave & E 31 St,40.74290902,-73.97706058,305.0,E 58 St & 3 Ave,40.76095756,-73.96724467,15908,Subscriber,1988.0,2
415,2013-06-30 20:58:00,2013-06-30 21:04:55,423,W 54 St & 9 Ave,40.76584941,-73.98690506,515.0,W 43 St & 10 Ave,40.76009437,-73.99461843,18994,Subscriber,1973.0,1
1205,2013-06-30 21:04:53,2013-06-30 21:24:58,339,Avenue D & E 12 St,40.72580614,-73.97422494,408.0,Market St & Cherry St,40.71076228,-73.99400398,19820,Subscriber,1977.0,1
3179,2013-06-30 21:04:46,2013-06-30 21:57:45,462,W 22 St & 10 Ave,40.74691959,-74.00451887,120.0,Lexington Ave & Classon Ave,40.68676793,-73.95928168,20589,Subscriber,1983.0,2
368,2013-06-30 21:04:53,2013-06-30 21:11:01,357,E 11 St & Broadway,40.73261787,-73.99158043,323.0,Lawrence St & Willoughby St,40.69236178,-73.98631746,20199,Subscriber,1983.0,2
156,2013-06-30 21:05:03,2013-06-30 21:07:39,444,Broadway & W 24 St,40.7423543,-73.98915076,540.0,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,16148,Subscriber,1984.0,1
1500,2013-06-30 21:04:39,2013-06-30 21:29:39,439,E 4 St & 2 Ave,40.7262807,-73.98978041,393.0,E 5 St & Avenue C,40.72299208,-73.97995466,16702,Subscriber,1982.0,1
2370,2013-06-30 20:30:54,2013-06-30 21:10:24,363,West Thames St,40.70834698,-74.01713445,,,,,17985,Subscriber,1985.0,1
1326,2013-06-30 21:05:16,2013-06-30 21:27:22,315,South St & Gouverneur Ln,40.70355377,-74.00670227,341.0,Stanton St & Mangin St,40.71782143,-73.97628939,16701,Customer,,0
495,2013-06-30 20:59:01,2013-06-30 21:07:16,494,W 26 St & 8 Ave,40.74734825,-73.99723551,462.0,W 22 St & 10 Ave,40.74691959,-74.00451887,16736,Subscriber,1980.0,2
89,2013-06-30 21:05:23,2013-06-30 21:06:52,494,W 26 St & 8 Ave,40.74734825,-73.99723551,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,16204,Subscriber,1987.0,1
456,2013-06-30 21:05:25,2013-06-30 21:13:01,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,310.0,State St & Smith St,40.68926942,-73.98912867,18565,Customer,,0
1700,2013-06-30 21:04:40,2013-06-30 21:33:00,530,11 Ave & W 59 St,40.771522,-73.990541,459.0,W 20 St & 11 Ave,40.746745,-74.007756,18856,Customer,,0
1240,2013-06-30 21:05:38,2013-06-30 21:26:18,532,S 5 Pl & S 5 St,40.710451,-73.960876,120.0,Lexington Ave & Classon Ave,40.68676793,-73.95928168,18846,Subscriber,1970.0,1
851,2013-06-30 21:05:56,2013-06-30 21:20:07,224,Spruce St & Nassau St,40.71146364,-74.00552427,278.0,Concord St & Bridge St,40.69766564,-73.98476437,17336,Customer,,0
2799,2013-06-30 21:05:53,2013-06-30 21:52:32,526,E 33 St & 5 Ave,40.74765947,-73.98490707,530.0,11 Ave & W 59 St,40.771522,-73.990541,17912,Subscriber,1980.0,2
1856,2013-06-30 21:05:52,2013-06-30 21:36:48,530,11 Ave & W 59 St,40.771522,-73.990541,483.0,E 12 St & 3 Ave,40.73223272,-73.98889957,19819,Customer,,0
707,2013-06-30 21:06:04,2013-06-30 21:17:51,473,Rivington St & Chrystie St,40.72110063,-73.9919254,461.0,E 20 St & 2 Ave,40.73587678,-73.98205027,15071,Subscriber,1985.0,1
115,2013-06-30 21:06:12,2013-06-30 21:08:07,516,E 47 St & 1 Ave,40.75206862,-73.96784384,284.0,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,17808,Customer,,0
2411,2013-06-30 21:06:08,2013-06-30 21:46:19,459,W 20 St & 11 Ave,40.746745,-74.007756,411.0,E 6 St & Avenue D,40.72228087,-73.97668709,16985,Subscriber,1989.0,2
312,2013-06-30 21:06:15,2013-06-30 21:11:27,517,Pershing Square South,40.751581,-73.97791,293.0,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,17212,Subscriber,1989.0,1
697,2013-06-30 21:06:15,2013-06-30 21:17:52,450,W 49 St & 8 Ave,40.76227205,-73.98788205,486.0,Broadway & W 29 St,40.7462009,-73.98855723,16944,Customer,,0
676,2013-06-30 21:02:51,2013-06-30 21:14:07,432,E 7 St & Avenue A,40.72621788,-73.98379855,307.0,Canal St & Rutgers St,40.71427487,-73.98990025,15289,Subscriber,1987.0,1
478,2013-06-30 21:06:27,2013-06-30 21:14:25,531,Forsyth St & Broome St,40.71893904,-73.99266288,332.0,Cherry St,40.71219906,-73.97948148,19153,Customer,,0
3050,2013-06-30 21:06:28,2013-06-30 21:57:18,304,Broadway & Battery Pl,40.70463334,-74.01361706,491.0,E 24 St & Park Ave S,40.74096374,-73.98602213,15762,Subscriber,1975.0,1
1404,2013-06-30 21:06:34,2013-06-30 21:29:58,410,Suffolk St & Stanton St,40.72066442,-73.98517977,430.0,York St & Jay St,40.7014851,-73.98656928,15301,Customer,,0
955,2013-06-30 21:06:30,2013-06-30 21:22:25,528,2 Ave & E 31 St,40.74290902,-73.97706058,402.0,Broadway & E 22 St,40.7403432,-73.98955109,16924,Customer,,0
2375,2013-06-30 21:06:26,2013-06-30 21:46:01,410,Suffolk St & Stanton St,40.72066442,-73.98517977,411.0,E 6 St & Avenue D,40.72228087,-73.97668709,14766,Subscriber,1979.0,1
1808,2013-06-30 21:06:38,2013-06-30 21:36:46,447,8 Ave & W 52 St,40.76370739,-73.9851615,251.0,Mott St & Prince St,40.72317958,-73.99480012,20611,Subscriber,1985.0,1
1468,2013-06-30 21:06:41,2013-06-30 21:31:09,498,Broadway & W 32 St,40.74854862,-73.98808416,410.0,Suffolk St & Stanton St,40.72066442,-73.98517977,19802,Customer,,0
925,2013-06-30 21:06:43,2013-06-30 21:22:08,528,2 Ave & E 31 St,40.74290902,-73.97706058,518.0,E 39 St & 2 Ave,40.74780373,-73.9734419,18100,Subscriber,1988.0,2
442,2013-06-30 21:06:44,2013-06-30 21:14:06,285,Broadway & E 14 St,40.73454567,-73.99074142,237.0,E 11 St & 2 Ave,40.73047309,-73.98672378,15628,Customer,,0
816,2013-06-30 21:06:35,2013-06-30 21:20:11,495,W 47 St & 10 Ave,40.76269882,-73.99301222,463.0,9 Ave & W 16 St,40.74206539,-74.00443172,19789,Subscriber,1968.0,1
124,2013-06-30 21:06:48,2013-06-30 21:08:52,217,Old Fulton St,40.70277159,-73.99383605,217.0,Old Fulton St,40.70277159,-73.99383605,19111,Subscriber,1989.0,1
1383,2013-06-30 21:06:52,2013-06-30 21:29:55,410,Suffolk St & Stanton St,40.72066442,-73.98517977,430.0,York St & Jay St,40.7014851,-73.98656928,17073,Customer,,0
1794,2013-06-30 21:06:59,2013-06-30 21:36:53,483,E 12 St & 3 Ave,40.73223272,-73.98889957,251.0,Mott St & Prince St,40.72317958,-73.99480012,17621,Customer,,0
1427,2013-06-30 21:07:02,2013-06-30 21:30:49,405,Washington St & Gansevoort St,40.739323,-74.008119,225.0,W 14 St & The High Line,40.74195138,-74.00803013,16547,Customer,,0
544,2013-06-30 21:07:03,2013-06-30 21:16:07,116,W 17 St & 8 Ave,40.74177603,-74.00149746,490.0,8 Ave & W 33 St,40.751551,-73.993934,20620,Subscriber,1983.0,1
921,2013-06-30 21:07:06,2013-06-30 21:22:27,446,W 24 St & 7 Ave,40.74487634,-73.99529885,449.0,W 52 St & 9 Ave,40.76461837,-73.98789473,16840,Customer,,0
1414,2013-06-30 21:07:12,2013-06-30 21:30:46,386,Centre St & Worth St,40.71494807,-74.00234482,2022.0,E 60 St & York Ave,40.759107,-73.959223,15609,Customer,,0
1396,2013-06-30 21:07:10,2013-06-30 21:30:26,494,W 26 St & 8 Ave,40.74734825,-73.99723551,280.0,E 10 St & 5 Ave,40.73331967,-73.99510132,16772,Customer,,0
1522,2013-06-30 21:07:17,2013-06-30 21:32:39,530,11 Ave & W 59 St,40.771522,-73.990541,459.0,W 20 St & 11 Ave,40.746745,-74.007756,17226,Customer,,0
687,2013-06-30 21:07:01,2013-06-30 21:18:28,411,E 6 St & Avenue D,40.72228087,-73.97668709,403.0,E 2 St & 2 Ave,40.72502876,-73.99069656,16376,Subscriber,1982.0,1
297,2013-06-30 21:07:16,2013-06-30 21:12:13,430,York St & Jay St,40.7014851,-73.98656928,503.0,E 20 St & Park Ave,40.73827428,-73.98751968,17595,Customer,,0
1443,2013-06-30 21:07:15,2013-06-30 21:31:18,435,W 21 St & 6 Ave,40.74173969,-73.99415556,410.0,Suffolk St & Stanton St,40.72066442,-73.98517977,16934,Customer,,0
903,2013-06-30 21:07:19,2013-06-30 21:22:22,446,W 24 St & 7 Ave,40.74487634,-73.99529885,449.0,W 52 St & 9 Ave,40.76461837,-73.98789473,19460,Customer,,0
1559,2013-06-30 21:07:21,2013-06-30 21:33:20,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,537.0,Lexington Ave & E 24 St,40.74025878,-73.98409214,17848,Customer,,0
741,2013-06-30 21:07:19,2013-06-30 21:19:40,533,Broadway & W 38 St,40.75299641,-73.98721619,468.0,Broadway & W 56 St,40.7652654,-73.98192338,20527,Subscriber,1963.0,1
1376,2013-06-30 21:07:26,2013-06-30 21:30:22,168,W 18 St & 6 Ave,40.73971301,-73.99456405,2022.0,E 60 St & York Ave,40.759107,-73.959223,18550,Customer,,0
1391,2013-06-30 21:07:28,2013-06-30 21:30:39,449,W 52 St & 9 Ave,40.76461837,-73.98789473,225.0,W 14 St & The High Line,40.74195138,-74.00803013,16875,Customer,,0
1207,2013-06-30 21:07:26,2013-06-30 21:27:33,404,9 Ave & W 14 St,40.7405826,-74.00550867,237.0,E 11 St & 2 Ave,40.73047309,-73.98672378,17311,Subscriber,1981.0,2
1221,2013-06-30 21:07:26,2013-06-30 21:27:47,404,9 Ave & W 14 St,40.7405826,-74.00550867,,,,,15029,Subscriber,1981.0,1
1643,2013-06-30 21:07:30,2013-06-30 21:34:53,531,Forsyth St & Broome St,40.71893904,-73.99266288,268.0,Howard St & Centre St,40.71910537,-73.99973337,19354,Customer,,0
798,2013-06-30 21:07:40,2013-06-30 21:20:58,468,Broadway & W 56 St,40.7652654,-73.98192338,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,15494,Customer,,0
849,2013-06-30 21:07:39,2013-06-30 21:21:48,167,E 39 St & 3 Ave,40.7489006,-73.97604882,,,,,16059,Subscriber,1985.0,1
1283,2013-06-30 21:07:43,2013-06-30 21:29:06,512,W 29 St & 9 Ave,40.7500727,-73.99839279,150.0,E 2 St & Avenue C,40.7208736,-73.98085795,18671,Subscriber,1986.0,1
1716,2013-06-30 21:07:45,2013-06-30 21:36:21,225,W 14 St & The High Line,40.74195138,-74.00803013,505.0,6 Ave & W 33 St,40.74901271,-73.98848395,16468,Customer,,0
1027,2013-06-30 21:07:42,2013-06-30 21:24:49,410,Suffolk St & Stanton St,40.72066442,-73.98517977,483.0,E 12 St & 3 Ave,40.73223272,-73.98889957,17452,Subscriber,1983.0,1
362,2013-06-30 21:06:15,2013-06-30 21:12:17,448,W 37 St & 10 Ave,40.75660359,-73.9979009,386.0,Centre St & Worth St,40.71494807,-74.00234482,17263,Subscriber,1983.0,1
553,2013-06-30 21:07:46,2013-06-30 21:16:59,442,W 27 St & 7 Ave,40.746647,-73.993915,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,15613,Subscriber,1983.0,2
1584,2013-06-30 21:07:52,2013-06-30 21:34:16,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,,,,,20105,Subscriber,1979.0,1
772,2013-06-30 21:07:54,2013-06-30 21:20:46,242,Carlton Ave & Flushing Ave,40.697787,-73.973736,409.0,DeKalb Ave & Skillman St,40.6906495,-73.95643107,16989,Customer,,0
1017,2013-06-30 21:07:40,2013-06-30 21:24:37,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,363.0,West Thames St,40.70834698,-74.01713445,18347,Customer,,0
784,2013-06-30 21:07:59,2013-06-30 21:21:03,468,Broadway & W 56 St,40.7652654,-73.98192338,,,,,18977,Customer,,0
844,2013-06-30 21:07:59,2013-06-30 21:22:03,532,S 5 Pl & S 5 St,40.710451,-73.960876,356.0,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,19293,Subscriber,1971.0,1
432,2013-06-30 21:08:01,2013-06-30 21:15:13,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,491.0,E 24 St & Park Ave S,40.74096374,-73.98602213,19109,Subscriber,1972.0,2
317,2013-06-30 21:07:53,2013-06-30 21:13:10,488,W 39 St & 9 Ave,40.75645824,-73.99372222,533.0,Broadway & W 38 St,40.75299641,-73.98721619,18295,Subscriber,1983.0,1
1626,2013-06-30 21:08:03,2013-06-30 21:35:09,459,W 20 St & 11 Ave,40.746745,-74.007756,268.0,Howard St & Centre St,40.71910537,-73.99973337,19301,Customer,,0
548,2013-06-30 21:08:12,2013-06-30 21:17:20,164,E 47 St & 2 Ave,40.75323098,-73.97032517,297.0,E 15 St & 3 Ave,40.734232,-73.986923,17546,Customer,,0
2989,2013-06-30 21:08:11,2013-06-30 21:58:00,462,W 22 St & 10 Ave,40.74691959,-74.00451887,284.0,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,19742,Customer,,0
1146,2013-06-30 21:08:14,2013-06-30 21:27:20,530,11 Ave & W 59 St,40.771522,-73.990541,2012.0,E 27 St & 1 Ave,40.739445,-73.976806,14871,Customer,,0
723,2013-06-30 21:08:16,2013-06-30 21:20:19,314,Cadman Plaza West & Montague St,40.69383,-73.990539,490.0,8 Ave & W 33 St,40.751551,-73.993934,15339,Customer,,0
537,2013-06-30 21:08:22,2013-06-30 21:17:19,127,Barrow St & Hudson St,40.73172428,-74.00674436,482.0,W 15 St & 7 Ave,40.73935542,-73.99931783,14632,Subscriber,1963.0,1
2349,2013-06-30 21:08:23,2013-06-30 21:47:32,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,538.0,E 48 St & Madison Ave,40.75666,-73.976684,19338,Customer,,0
252,2013-06-30 21:08:20,2013-06-30 21:12:32,430,York St & Jay St,40.7014851,-73.98656928,503.0,E 20 St & Park Ave,40.73827428,-73.98751968,19005,Customer,,0
747,2013-06-30 21:08:26,2013-06-30 21:20:53,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,306.0,Cliff St & Fulton St,40.70823502,-74.00530063,20572,Subscriber,1985.0,1
754,2013-06-30 21:08:27,2013-06-30 21:21:01,268,Howard St & Centre St,40.71910537,-73.99973337,410.0,Suffolk St & Stanton St,40.72066442,-73.98517977,16742,Subscriber,1980.0,1
1890,2013-06-30 21:08:21,2013-06-30 21:39:51,448,W 37 St & 10 Ave,40.75660359,-73.9979009,525.0,W 34 St & 11 Ave,40.75594159,-74.0021163,19704,Customer,,0
1128,2013-06-30 21:08:29,2013-06-30 21:27:17,530,11 Ave & W 59 St,40.771522,-73.990541,225.0,W 14 St & The High Line,40.74195138,-74.00803013,18767,Customer,,0
196,2013-06-30 21:05:17,2013-06-30 21:08:33,147,Greenwich St & Warren St,40.71542197,-74.01121978,284.0,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,19792,Subscriber,1981.0,2
724,2013-06-30 21:08:32,2013-06-30 21:20:36,268,Howard St & Centre St,40.71910537,-73.99973337,459.0,W 20 St & 11 Ave,40.746745,-74.007756,15592,Customer,,0
373,2013-06-30 21:08:33,2013-06-30 21:14:46,405,Washington St & Gansevoort St,40.739323,-74.008119,225.0,W 14 St & The High Line,40.74195138,-74.00803013,16677,Customer,,0
921,2013-06-30 21:08:34,2013-06-30 21:23:55,329,Greenwich St & North Moore St,40.72015227023285,-74.01036500930786,363.0,West Thames St,40.70834698,-74.01713445,20146,Customer,,0
922,2013-06-30 21:08:21,2013-06-30 21:23:43,329,Greenwich St & North Moore St,40.72015227023285,-74.01036500930786,465.0,Broadway & W 41 St,40.75513557,-73.98658032,19598,Customer,,0
716,2013-06-30 21:08:42,2013-06-30 21:20:38,446,W 24 St & 7 Ave,40.74487634,-73.99529885,,,,,17950,Subscriber,1984.0,1
1015,2013-06-30 21:08:47,2013-06-30 21:25:42,225,W 14 St & The High Line,40.74195138,-74.00803013,477.0,W 41 St & 8 Ave,40.75640548,-73.9900262,17261,Customer,,0
306,2013-06-30 21:08:45,2013-06-30 21:13:51,147,Greenwich St & Warren St,40.71542197,-74.01121978,363.0,West Thames St,40.70834698,-74.01713445,17994,Subscriber,1986.0,2
2172,2013-06-30 21:08:49,2013-06-30 21:45:01,410,Suffolk St & Stanton St,40.72066442,-73.98517977,469.0,Broadway & W 53 St,40.76344058,-73.98268129,16483,Subscriber,1988.0,2
1041,2013-06-30 21:08:47,2013-06-30 21:26:08,334,W 20 St & 7 Ave,40.74238787,-73.99726235,450.0,W 49 St & 8 Ave,40.76227205,-73.98788205,17091,Customer,,0
1130,2013-06-30 21:08:50,2013-06-30 21:27:40,426,West St & Chambers St,40.71754834,-74.01322069,345.0,W 13 St & 6 Ave,40.73649403,-73.99704374,19483,Subscriber,1987.0,2
307,2013-06-30 21:05:32,2013-06-30 21:10:39,519,Pershing Square North,40.751873,-73.977706,546.0,E 30 St & Park Ave S,40.74444921,-73.98303529,19489,Subscriber,1981.0,1
554,2013-06-30 21:08:53,2013-06-30 21:18:07,385,E 55 St & 2 Ave,40.75797322,-73.96603308,518.0,E 39 St & 2 Ave,40.74780373,-73.9734419,17519,Subscriber,1987.0,1
